label,text
bbc,"Ciri-ciri ni halak na ateis ima diantara na, jarang mangucap syukur, maksud na harana halai inda porcaya tu Tuhan, halai jarang juo do i martarimo kasih tu tuhan. Doppak sabuah atheis martarimo kasih atas borkah na sian Tuhan, ateis inda porcaya tu Tuhan. Ima makana halai inda jungada mandokkon Hamdalah sang ape mamuji Tuhan. Manurut halai na ateis i, halai giot martarimo kasih tu halak-halak na madung mamamenuhi tugas na denggan. Ciri na lain ima, inda porcaya takdir, adong do sesuatu na di dokkon agama di bagasan ni takdir, rap hita na sebagai halak na marbeda, porcaya bahwa Tuhan i do na manulis takdir ni hita. Bope adong nasib na bisa diubah saleleng hita mancubo mangubah na. atheis inda marpikir halai mandokkon bahwa sagalo sasuatu na tarjadi inda dapot dipisahkon sian hukum alam."
bbc,"Na mansai porlu taparade asa boi hita sai hot denggan di ingananta molo adong ro hajadian naso boi tarimpu, naparjolo ikkon boi do hita dibagasan dame marpikkir. Alana molo ndang boi dame pikkiranta gabe maol ma hita kaluar sian hajadian na ro. Alai molo nunga dame hita marpikkir, boi ma hita denggan lao mangalului akka dalan na denggan lao kaluar. Dung i ikko dirinta do ta salamathon parjolo, unang gabe halak na asing. Alana annon dirinta pe ndang boi denggan ta salamathon hape halak ta urupi, olo na ma annon gabe dibagasan mara sude. Ido umbahen ikkon mansai manat do hita marpikkir."
bbc,"Dilansir Psychology Today dohot Buku Cara Copat Belajar Public Speaking Secara Profesional, habiaran mangecet di jolo umum sangat jotjot dilaporkan sakitar  persen halak mangalamina sian masalah kehidupan.Sebenarna, inda adong halak na mabiar mangecet hanya inda porcaya  diri dohot dirina sendiri. Rasa mabiar mangecet dapot manghambat pertumbuhan sian bagasan mangambil risiko untuk marbagi ide, mendiskusikon pandapat di khalayak ramai dohot bahat hal na manghambat mambentuk pribadi secara profesional. Mabiar mandengarkon komentar audiens,anggo sala sada peserta martanya maupun mangajak untuk mardiskusi dohot materi na hamu sampekon . ulang mabiar dengarkan audiens dan jelaskan jawab secara detail atau sesuai kamampuan na hamu dapot tanggapi. Misalna, pertanyaan audiens di luar materi na disampehon hamu dapot manganjurkon partanyaan pada halak na lobi pohom ilmu tarsebut."
bbc,"Nang pe ragam angka na binahen ni angka jolma na so olo manghaposi Jahowa, alai tongtong do dipatuduhon Jahowa huasoNa paluahon angka na satia i. Jala bungku ni si Daniel on, marisihon angka ragam pangungkapon ni si Daniel taringot tu angka na naeng masa jala ingkon saut do ari na naeng ro di pardalanan ni ngolu bangso na pinillit ni Jahowa. Sai tongtong ma mian angka na satia i dihaporseaonna huhut managam ari las ni roha dohot hasongan di sada Harajaon na mansai uli jala sangap, ima harajaon na so ra suda. Bungku ni si Daniel on ima patoguhon haporseaon halak na satia i  di angka hagogotan na mansai uju panggomgomion."
bbc,"Mulai sian na menek na jolo madung di suruh umak ku do au aso manyisihon epeng jajan ku aso lek adong tabungan ku. Harana na jolo inda dp potting hu raso tabungan i, makana inda ra au manabung na jolo. Harana mulai sian na jolo inda biaso au manabung, makana sannari on madung godang au inda bisa au manabung hepeng ku, sadia ro sai habis epeng ku i. Makana sannarion madung manyosal au harana inda hu boto sanga tudia epeng ku na hu jalaki i saleleng au na karejo i. Makana sannari manyosal au na dangolan hu raso inda adong tabungan ku."
bbc,"Pangihut Buddha manurat jala mangkladifikasihon ajaran Buddha ima dibagas  buku, Sutta Pitaka, Vinaya Pitaka, dohot Abidhamma Pitaka. Sutta Pitaka marisi angka ceramah manang jamita Buddha dohot murid-muridna. Ajaran tarsingot tata sara meditasi diungkaphon dibagas sajak, kata khiasan, syair, hata mutiara, dohot na asing, na marhaitan tu ajaran samadhi. Vinaya Pitaka marisi peraturan angka biksu na diparade laho gabe sahalak uluan ugamo. Isinia mamuat  mansam tata cara ngolu angka biksu dohot biksuni. Abdihamma Pitaka marisi interpretasi dohot analisis sian konsep-konsep utama BIddhis tarsingot ajaran uhum metafisika dohot psikologi. Asing ni i pe mamuat ajaran tarsingot tu filsadat timbo na manolopi habonaran abadi."
bbc,"Songon i tong di kaluarga ni si Jona, di haroro ni ari Natal on mansai las do rohani halaki alana boi do si Jona mulak sian pangarantoanna. nunga pitu taon ibana ndang hea mulak tu huta, dibahen angka parkarejoanna di huta. Pas ma tingkina i ari Natal on boi ma marpungu sude angka kaluarga di huta. Pintor diseat inongna ma angka sipanganon na mansai tabo, na hinalomo ni roha ni Jona sian ibana gelleng. Si Jona pe mansai las ma rohana, boi sautna mulak, marpungu di huta, pajumpoang dohot kaluarga i tamba muse dohot dongan na nunga magodang. Hasonangan na pajumpang i ma naso targantihon be"
bbc,"Taon  ahu hea pajumpang tu sada jolma na kocak hian ima alm Olga Syahputra di rumah makan. Tingki i ahu disuruh dosenhu manuhor indahan padang  bungkus. Tingki paimahon, dijolo ribur hian hape adong kru Anty mamboan kamera dohot kabel gulungan. Tarnata alm Olga pe disan. Mulana ahu ndang ngeh inon si Olga. Tingki adong na manjalo foto baru pe hu boto si Olga i. Hera ipe sae syuting na sian acara catatan si Olga. Gabe heboh ma sude jolma na mangan di bahas tingki masuk si Olga. Kak Olga pe manoguhon angka dakdanak pengamen dohot asongan mangan dibagasan."
bbc,"Doppak au giot kehe mulak tu huta. Pas guot mulak tu huta au manaek motor sian loket. Motor na i marangkat jam  potang ima trip na paling tarakhir motor i. Pas waktu i sadari i au karejo dope sampe jam , pas sampe au di kos, langsung marangkat au tu loket. Rupana pas au di dalan macet ma dalan i. Madung masak ma au harana tarlambat i au di dalan harana na macet i. Madung yakin ma au motor nai madung kehe. Pas na di rohakku i, pas sampe au di loket i madung kehe motor nai. Jadi harana i inda jadi au mulak tu huta harana au tartinggal motor i. "
bbc,"Otak anak na jotojot  dimarahi dapot mangalami hambatan perkembangan hingga ukuranna manjadi lebih menek dibanding rata-rata. Jadi, tarlalu jotjot memarahi anak benar-benar dapot mardampak secara fisik.Bagian otak na paling tarpengaruh adongma bagian na mamproses suara dohot bahasa. Hal i dapot tarjadi lantaran otak cenderung lebih momo mamproses informasi dan peristiwa na negatif dibandingkon na positif. Dengan kata lain, bagian otak i manjadi tumpul harana lobi jotjot mencerna informasi na inda mamicu perkembangan. Memarahi Si menek mungkin dapot mambuat Bunda merasa didengar atau dihargai. Namun, sebenarna dohot dimarahi, anak malakuhon aha na  diperintahkon tu atas dasar rasa mabiar, inda harana manghargai. I dapot di dongkon targolong songon perilaku bully.Selain rasa mabiar, anak juo dapot merasa inda marharga, sedih, kecewa, dan terluka hatinya. Hal i tentu dapot mardampak buruk terhadap kesehatan mentalna. Lama-kelamaan, anak na jotjot dimarahi dapot mangalami depresi.Di kemudian hari, anak dapot sajo mancari pelampiasan untuk menuangkon luapan emosi negatifna dohot marusak dirina sendiri, misalna manggunahon obat-obatan terlarang."
bbc,"Security camera, sanga pe kamera pengawas ima salah sada teknologi sannarion na bahat halak na mamake na. Harana kamera pangawas na sannarion bisa do i mangarekam sanga aha sajo na tarjadi di kuliling ni hita sanga pe na tarjadi di lingkungan ni hita i. Sannari on kamera pangawas i bisa do i langsung tarhubung tu aplikasi na adong di hp, jadi sanga idia pe hita bisa do hita mamantau sanga pe mamboto sanga songon dia keadaan na adong di sakitar ni bagas ni hita i. Molo adong na mancurigaon bisa do hita langsung mangantisipasi na. Makana keamanan ni bagas ni hita i bisa do maningkat i harana adong kamera pangawas i."
bbc,"Asing nisi muse molo tabahen akka na denggan, nadenggan do tong na gabe ro tu hita. Alana mansai godang do harugian molo sai naroa tadokkon tu ganup donganta jolma manang idia pe maringanan. Molo tadokkon hata na mambahen hancit rohana alani adong na hurang sian pardagingonna gabe sipikkiron ma tu ibana annon, na um hancitna gabe olo ma ibana sautna stres dibahen na tadokkon i naso denggan. Dibahen i ikkon porlu do hita manjaga akka pakkataionta asa unang mambahen mara tu akka donganta. Alana ndang sude jolma naboi manjalo akka hata naso denggan, olo do gabe sipikkiran tu na deba."
bbc,"Reaksi i margantung pada dampak sian parbuatan sala tersebut. Anggo dampakna mampengaruhi halak na lain, reaksi halai dapot siar, jengkel, dan kecewa. Tetapi anggo kesalahan i sendiri hanya mardampak bagi diri hita sendiri atau inda mardampak secara langsung pada halak na lain di sekitar hita, dapot sajo halai manartawakon hita atas kesalahan hita. Bahkan harana kesalahan i, hita dijelekkon, diolok dan dipojokkan.Tentuna, hita inda ra agar reaksi halak na lain mambebankon hidup hita. Hita ra bebas sian bayang-bayang kesalahan i sakaligus sian reaksi negatif halak na lain. Pada tulisan i, giot  maligin efek sian manartawakon kesalahan halak na lain. Ataukah, efek sian halak na lain na manartawakan kesalahan hita. Pangamatan i tardongkon subyektif. Hanya sebatas pangalaman sendiri dan mamarhatikon situasi sekitar."
bbc,"Sada nian ingkon tongtong ma adong parrohaon ni pamarenta tu angka inganan wisata i na marhalanjuton. Alana mansai godang do angka inganan na piral i, holan satongkin do diparrohaon. Molo songoni ndang boi martahan leleng, satongkin do pintor mago. Alana ndang adong hera sibahenon na dibahen pamarenta. Ingkon boi ma nian pamarenta manukkun tu angka jolma na adong di inganan i, aha ma na boi tarbahen hami di inganan on asa boi lam bagak on tu joloan ni arion. Pamarenta ingkon boi do mangelek angka jolma i, asa renta sude marsiurupan dohot pamarenta na adong di huta i manang na di ginjang na."
bbc,"Dipudi jabu nami adong do disuan hami bona ni sirsak, Nuaeng nunga balga be jala nga godang parbuaena. Olo do sataon marboras sahat tu opat hali. Molo nunga marboras las ma roha nami lamma logo ni ari. Molo logo ni ari ingkon godang do iba minum, alana hatop-hatop do mauas. Molo arian pas parmohop ni ari i dipangido hami ma inong nami laho mambahen jus sirsak. Olo ma disampur dohot parbue ni antajau. Molo dipadomu sirsak dohot antajau lam tabo do daina. Sahat tu saonari sai ringgas do inong nami mambahen angka jus parbue ni angka suan-suanan nami. Alana inumon jus on mansai denggan do tu hasehaton nami."
bbc,"Si Martin halakna na timboan marimbar sian dongan na saumuranna, alai ndang na holan timbo nai marniang muse do ibana alai ndang na marsahit. Gabe sai maos ma ibana dilesengi akka dongan di sikkolana, gabe adong ma dibahen halaki goar-goarna. Sabotulna ndang goar na bagak alai mambahen hancit ni roha do. Alana ndang suman sabotulna bahenon ni dongan nai songoni tu ibana. Di sada tikki mulak sikkola adong ma donganna on mangalesengi ibana, pintor dibalbal ibana ma na mandokkon i. Na mandokkon on pe mabiar do sautna alana nunga dibereng mangamuk si Nando. Gabe lao ma marikkati na mandokkon on."
bbc,"Tu hita akka naposo, ikkon boi ma hita gabe sitiruhon ni akka jolma na manjaga udara na ias, sude i boi molo tapungka sian na um jennek tu hita. Molo marisap dope hita sahat tu saonari, unang pola hita torushon be alana sada sara doi mambahen lam dorsun akka udara i, jala ndang bagak tong tu hasehaton ni dagingta. Dung i akka rapan naso tarpakke be boi ma ta daur ulang, asa boi muse dibahen gabe barang na um denggan. Boi ma tong tabahen parsiajaran tu akka dakdanak na adong di huta i, asa sian nagelleng halaki boi ma manjaga haiason na adong dibagasan dirina"
bbc,"Nah, peluang mina pe sarupa songon Yashinta dohot na monang na asingna. Sarana sukkup mura, sukkup pahe Smartfren jala download aplikasi MySmartfren, papungu dung i tukkar  Smart poin tu  kupon undian. Smart poin boi didapot hamuna sian na manuhor paket data, martelepon dohot SMS. Laho undian smaertfren WOW tahap  on hamu puna hasompatan laho mamonanghon jabu miliaran rupiah, mobil Xpander Cross dohot motor Nmax. Wah manarik ate! Lamu godang manukar kupon, hasompatan monang lobi balga. Jadima songon Yashinta dohot pamonang na asingna. Beta dohot undian smartfrenWOW unsian tahap  na marlangsung sian  Maret-  Maret ."
bbc,"Nuaeng si Arta mansai lungun ma dihilala, alana halaki pitu halak hian di sada kosan na adong di pangarantoan. Gabe halakon manewa sada jabu ma lao inganan ni halaki, adong ma pitu kamar di bagasan. Dongan nisi Arta on marragam do sian akka luat na adong, ale tor boi do mardomu halaki denggan. Alai akka dongan nisi Artha on nunga naeng sae nama halaki sian parkuliaonna, gabe ikkon kaluar nama halaki sian jabu i. Alana si Arta tarlambat ibana di parkuliaonna, dibahen hea ibana marsiajar tu luar negeri. Lungun ma dihilala ibana holan sahalak nama di jabu i, alana akka dongan nai nunga markaluaran be."
bbc,"Thanatofobia, atau rasa mabiar terhadap mate, telah mamangaruhi jutaan halak di seluruh dunia. Bagi beberapa halak, rasa mabiar tersebut dapot mamicu munculna kecemasan dan/atau pikiran-pikiran obsesif.  Meskipun thanatofobia markaitan dohot rasa mabiar terhadap hamatean, baik hamatean sendiri atau halak na lain, rasa mabiar na markaitan dohot halak na sekarat atau mate dikenal dengan istilah nekrofobia dan konsep i marbeda dohot konsep thanatofobia. Akan tetapi, haduana markaitan dohot rasa mabiar terhadap aspek-aspek inda dikenal na markaitan dohot hamatean, dan rasa mabiar tersebut dikenal sebagai xenofobia. Istilah i juo dapot mangacu pada kemungkinan halak manghadapi sesuatu na berada di luar pengetahuan atau dugaanna. Ketakutan-ketakutan songon i dapot muncul, terutama pada orang-orang namerasa bahwa sebentar lagi hidupna akan marakhir harana ketidak pastian mengenai aha sajo na maroban hamatean dapot martambah  saat orang tersebut mandekati hamateanna. Oleh harana i, agar dapot merasa lebih tenang saat manghadapi hal-hal na markaitan dohot hamatean, hamu porlu memahami habiaran na hamu punai dan marusaho mengatasi rasa mabiar tersebut."
bbc,"Thomas ima salah sada panomu na bahat halak na mananda na. Thomas ima halak na manomuon sanga pe pangusaha na mangombangkon bahat paralatan na potting, ia marupaon salah sada halak na pertama na manprapkon prinsip produksi massal di proses panomuan nia, salah sada na ima lampu pijar. Thomas Alva Edison lahir di tanggal  Februari . Thomas Alva Edison dipandang do i sebagai salah sada halak na paling produktif di maso ia. Ia maniop rekor . paten atas goar nia. Thomas juo bahat do i manolong di bidang partahanan, pemerintahan Amerika Serikat. Adong do beberapa panalitian nia ima diantara na, mandeteksi pesawat terbang, manghancurkon periskop rap senjata masin, mandeteksi kapal selam, mampaso torpedo rap dohot jarng, manaikkon kagogoan ni torpedo,kapal kamuflase rap bahat dope panalitian si Thomas Alva Edison on."
bbc,"Ahu mansoba test CPNS tingki pandemi corona. Ujian sahira  jom jala hasilna langsung haruar, nata pe simalolonghu maniak ala mambollangi tes margombar alai lulus do au. Las hian rohaku, sahira nipi hurasa. Lulus do ahu nata pe nilai tes Pancasila pas-pasan. Tingki haruar sian ruangan di sungkun polisi na manjaga, lulus do? Hu alusi lulus do. Tingki pajumpang dohot bapa, hona remengan ma ahu, boasa mardalan leleng hian, maklum ma sipatu pantofel hu agak timbo, jadi hurang nyaman mardalan. Mangalele bis sore dope hami, alai untung ma tarlele dope. Dung i salanjutna paimahon pangumuman SKB sahira dua minggu nai."
bbc,"Demam panggung adongma rasa cemas dohot mabiar terhadap pencapaian na akan halak dapotkon ketika tampil. Mereka cemas apakah na diperlihatkon sesuai dohot ekspektasi atau inda, songon mangecet, marmayam alat musik, hingga mangan di jo ni halak.Apabila namabiar na tarkait dohot rasa cemas terhadap kinerja na fokus terhadap kritikan sian halak na lain, merasa maila dohot dihina, perasaan i dapot dikategorikan sebagai fobia sosial. Sabagian hagodangon sian masyarakat ternyata jotjot merasa cemas dohot gugup ketika madung siap mangecet  atau tampil di jolo khalayak na ramai. Bahkan, inda saotik sian halai na ketakutan dohot panik saat manjadi pusat perhatian.Contoh lainna adongma panyanyi terkenal sakalas Adele pun jungada manderita kepanikan tersebut. Pada saat ia mangadahon konser di Amsterdam, Adele mangakui ia sangat mabiar dan akhirna kaluar sian pintu darurat. Bahkan, di kota lainna pun ia muta, tetapi mampu mengatasi habiaran tersebut."
bbc,"Tu aha ma sabotulna ahu heppot hian manabung tingki kuliah? Alana naeng ganti HP. Soalna hapeku nungga roa hian, kamera na pe nungga sega, layar na nungga eror sipata, nungga lemot tong :(. Jadi dung i ujungna ahu mambulathon tekad laho manabung manuhor hp na imbaru. Jala dung manabung sataon, tarpapungu ma hepeng , juta, pintor hu dok ma tu bapa asa manaruhon ahu manuhor HP, ima Xiaomi Redmi A. Las hian rohangku jala puas hian tu HP i, sahat saonari pe awet dope jala setia mandongani ahu ganup ari laho manjaha quora, webtoon, chatting di WA, mangirim email tu dosen, mamesan sipanganon, marsiajar bahasa Korea, manonton drama di Viu dohot Youtube."
bbc,"Torus do adong angka na imbaru di Pik on! Sadari on ahu lao tu The Garden goarna konsepna tohom a naimbaru tu resstoran, ribur alai minimalis di Jakarta. Inganan na jonok tu Kanpai, Jadi molo sian kawasan Puri, inganan na adong di hambirang muna. Ambal ni hata, ndang rahasia be molo nampuna inganan on, nampuna Kanpai dohot Sushi Hiro. Pemandangan kobun bunga godang hian di spot-spot restoran on. Ingana on baru dope dibuha tu na torop jadi segar dope. Alai tingki baru ro au nungga gok jolma. Astaga, sude jolma pintor mamboto. Ndang hinata instagramable hian, jadi hatop sar tu sian media sosial."
bbc,"Beberapa halak i manjadi bulan-bulanan netizen akibat aksi manjijikkonna. Ia tega maludahi panganon dan aksina diparlihatkon secara terang-terangan. Aek liur atau saliva marupahon cairan di rongga mulut na tarkesan jorok. Sebab bila halak tarkona aek liur halak na lain dapot mamungkinkon tarjadina panularan panyakit.Apalagi kondisi di tongah pandemi COVID- songoni . Namun, itulah na tega dilakuhon oleh beberapa halak i. Songon na tongah viral, seorang wanita mamamerkon aksi maludahi sambal di warung mangan. Aksi seorang wanita i mambuat dirina mandapot kritik na tajom sian netizen. Bagaimana inda, ia secara terang-terangan malakuhon hal jorok saat mangan di warung makan. Songon na diunggah lewat video TikTok, wanita tersebut tarligin sedang manyedot minuman sain golas. Kemudian aek na madung masuk mulutna i dituangkon tu sambal na adong di meja. Bahat netizen na manyayangkon aksi tarsebut sebab i dapot mambahayaon halak na lain. Apalagi kondisi masih di tongah pandemi COVID-, na panularanna dapot tarjadi sain aek liur."
bbc,"Molo hita manghatai olap upacara keagamaan, tarutama sian Indonesia, adong godang hian dohot barmansam-mansam. Alai, pasti na adong di pikkiranta adalah ngaben. Salah sada upacara agama Hindu on nunga diajarhon siang hita sude tagiliing di sikola. Ngaben on marupahon upacara panutungon jenazah akka masyarakat Hindu di Bali. Au sandiri dang hea mangida upacara on langsung di jolo mataki. Alai, alani di jonok jabuhu aodng pura, jadi hea huida adong akka jolma lao tu mangaulahon i. Alani i muse, dalanan gabe gok akka pardalan. Dalanan i gabe so. Di sangga songon i muse, au dohot omahu manggadishon akka inuman dohot sipanganon."
bbc,"Hukuman mate sanga pe pidana mate  ima praktik na dilakuon suatu Negara na giot mambunuh halak sebagai hukuman atas suatu kajahatan. Vonis na mamarintahkon seseorang tarsangka didakwa na hukuman mate dapot di dokkon doi madung di vonis mate, rap tindakan palaksanaon hukuman nai di dokkon sebagai eksekusi. Kajahatan na dapot di konai hukuman mate dapot mar ragam targantung jurisdiksi, tai biasana malibatkin kajahatan na serius tarhadop seseorang songon pambunuhan berencana sanga pe inda, pambunuhan massal, pamarkosaan, terorisme, kajahatan porang, kajahatan tarhadop kamanusiaan rap dohot genosida, ditambah songon kajahatan tarhadop Negara songon upaya giot manggulingkon pamarintah, makar, spionase, panghasutan rap dohot pambajakan dohot kajahatan na lain na songon panakkoan na serius, residivisme, panculikon rap dohot panyeludupan, pardagangan sang ape kapamilikan narkoba."
bbc,"Saat cuaca ngali dohot mata nono, sacangkir cappuccino milas pasti dapot manyegarkon badan mulakken . Padukan dohot rempah-rempah agar badan tetap hangat.Berikut on resep kopi kekinian, spice cappuccino na nikmat manghangatkon badan dohot sentuhan hayu manis dohot pala.Bahan na onom cangkir :  ml susu encer,  ml kopi nalomlom na dibaen sian  sachet kopi tanpa adong ampas, - sendok mangan gulo aren, sa sendok teh hayu manis bubuk, satonga  sendok teh pala bubukCara mambuat Spice Cappuccino: milaskon susu dohot api menek hingga milas. Kemudian kocok susu dohot milk frother untuk menghasilkon busa. Pisahkon busana di wadah na lain. Tuang beberapa sendok kopi tu bagasan golas, lalu bubuhi hayu manis dohot pala. Aduk rata, lalu tuangkon  kopi lagi hingga memenuhi saparuh bagian golas.Tuangkon susu milas tu bagasan golas. Lalu akhiri dohot manuang busa susu na madung  dibuat dohot milk frother nakkin. Sajikan segera spice cappuccino selagi masih milas."
bbc,"Doppak ulang tahun ayahkku, hami sude sakaluarga mangarayaon ulang tahun ni ayahki di salah sada villa. Di villa i hami mangarias sada ruangan na giot manjadi kejutan na giot hami lehen tu ayahku. Di dalan manuju villa i mata ni ayahku hami tutup mar kain. Pas sampe hami tu villa i, villa I madung di hitas deges, madung adong kue na, madung bahat panganon na di si. Pas sampe di ruangan I hami buka ma kain na manutup mata ni ayah ki. Tangis ia terharu harana kejutan na hami pasiap i. hami sude tangis tarharu harana on dope jungada hami liburan sambil mangarayon ulang tahun ni ayah ku songon on. Habis i hami pangan ma kue nai, mar mayam ma hami di teras ni villa I, marbakar-bakar hami, mar masang kembang api hami di si. Pokona sonang doma hu raso. Ima pengalaman na inda bisa au mangalupaon na. "
bbc,"Tarlumobi molo hadapotan di sikkola hita maniru. Hape hita dipaborhat natorasta sian jabu asa denggan do marsiajar, dung sahat hita di sikkola boi ma lam denggan hita mangalusi akka ujian na dilehon. Sabotulna ndang na maol i, saonari sian hita do sude nai. Molo nunga adong hainginon na balga sian bagas dirinta lao mambahen na denggan, aha pe maolna akka parsiajaran i molo marsiajar do hita, boido ta alusi annon i. Alai molo ndang hea do hita marsiajar, songon dia ma hita boi mangalusi akka ujian na dilehonnai, ido na mansai rikkot taboto asa boi do hita gabe halak na hasea tu joloan ni ari on."
bbc,"Pas do au rap dongan ku waktu i jungada hami marbadai. Rupana dongan ku madung marusaho do aso mardongan hami mulak. Tai au inda jungada ra manerge dongan ku na marusaho marongan rap au. Pas ma waktu i au mandapotkon kabar ia giot pindah kota, inda be sikola ia. Pas ma kehe au tu bagas nia, madung inda adong ia di bagas nia i. Manyosal au dangol doma hu raso harana au na inda hu terge i ia, ia dongan akrab ku saleleng au sikola i. Dangol doma hu raso, mayosal au harana inda pedo mardame hami madung kehe ia, inda hu boto sanga idia ia kehe, di telpon pe ia inda mangangkat, makana manyosal au harana i."
bbc,"Manfaat ni tumbuhan bagi makhluk hidup ima tumbuhan i ima na manjadi na manyadiaon oksigen na secara gratis tu hita na bisa di nikmati sanga ise pe mulai sian manusia, sampe tu binatang rap dohot makhluk na mangolu na lain. Oksigen i ima na manjadi kabutuhan na primer tu sude makhluk na mangolu. Molo inda adong oksigen makana manusia rap binatang inda bisa do i martahan mangolu. Tumbuhan pe inda do bisa i manghasilkon oksigen sian hasil ni proses fotosintesis. Tumbuhan bisa do i mangubah karbon dioksida rap aek manjadi oksigen. Makana hita na mahluk na mangoluon mambutuhkon oksigen do i"
bbc,"Hea ma di sada tingki diboan si Polan donganna lao mardalani tu sada inganan na mansai rame jolma na ro tusi boi ma idokkon piral. Lao ma halaki tu inganan i. Inganan na baru bukka do hape, ima inganan parmanganan. Na digais disi ima nasi goreng gila goarna. Sian goar  nai i pe nga boi manarik jolma asa ro tusi. Alana naeng mamboto do jolma na ro tusi. Boasa boi dibahen halaki goarna nasi goreng na rittik, ise do sabotulna na rittik. Hape ndang na adong na riitik, dung sae dilompa i dai halaki ma nasi goreng i, antong na rittik daina do. Mansai tabo do daina nasi goreng on ido mambahen godang jolma ro tusi."
bbc,"Molo giot liburan tu danau toba inda do bisa sadari i. Doppak liburan taun baru, au rap koum ku kehe marliburan tu Danau Toba. Hami sa koum giot manjelajahi wisahat aha sajo na adong di Danau Toba i. Pas sampe tu Danau Toba na parjolo hami jalaki tempat penginapan. Taman simalem resot, ima na manjadi tempat hami giot manginap selama mangabiskon liburan di Danau toba. Fasilitas na adong di hotel i bahat, hotel nai pe godang, ias dope, pelayanan ni hotel nai deges, pegawai na karejo di si pe ramah, Hotel nai marbintang  makana deges fasilitas dohot pelayanan na. "
bbc,"Molo naeng makkatai pe hita dohot donganta tatogihon ma ibana tu inganan na um suman, naso pola godang halak. Boi do tong huhut manginum siinumon asa unang pola pakarashu na makkatai annon. Ikkon bontor do hita na makkatai on unang dirimpu halaki annon na marmeam-meam hita. Unang tapaksa ibana gabe songon hita alana halaki pe nunga adong na dibagasan pikkiranna. Na tumagon do hita marsarita songon dia do sabotulna haporseonta, molo dibege halaki annon songon dia hita makkatai berengon ni halaki pe muse songon dia do parngoluanta. Molo denggan do sude mardalan tiur-tiur do sude langkata las ise pe donganta "
bbc,"Nunga piga hali dipasingot donganna si Dimas asa sai ias andorang ndang lao dope tu sikkola. Alana molo ibana olo bau dagingna molo dung sahat di sikkola. Hape molo manogot somalna angur dope sude akka jolma alana na imbaru maridi dope sude. Alai ndang binoto si Dimas on boasa sampe boi songoni. Alani i gabe olo ma mandao akk donganna, asa unang sai bau dianggo halaki. Mamereng akka donganna mambahen songoni tu ibana, gabe maila ma tong si Dimas alana moru akka donganna. Alai ambanna sai maos idokkon donganna tu ibana songoni gabe adong sada tahi dibagasan dirina lao mambahen tu na um dengganna muse."
bbc,"Sahalak pandita margoar Julius Heri Sarwono divonis marsala sian Pengadilan Negeri  Ungaran, Senin //), di kasus ujaran kebencian di media sosial. Warga Kopeng, Kecamatan Getas, diganjar hukuman  taon penjara subsider  bulan ala tarbukti mandokkon ujaran kebencian marbau suku, ugamo, ras dohot antargolongan . Terdakea terjerat ima Undang-undang Penistaan Agama dohot Undang-Undang Transaksi Elektronik ,  ninna Hakim Ketua Hendra Yurustiawan di bagas persidangan. Vonis didabuhon hakim i lobi neang sian tuntutan Jaksa Penuntut Hukum , ima  taon penjara. Persidangan i mandapot pengamanan ketat sian jajaran Polres Semarang. Julius sedina pintor dieksekusi tu LP Ambarawa, alai tardakwa mandok ndang manjalo putusan hakim i."
bbc,"Mansai tarsonggot hu hilala, ndang hu sakkap. Sampur longan, ninna Adhi tingki dijumpangi di panyerahan hadiah di jabuna, Kamis . Adhi ndang godang marserita ima awal mula mandapot hadiah i. Sada hal na pasti ima ibana marasa yakin mandapot grand proze dua sada unit New carry Pick Up tingki adong petugas sian BRI ro mamastihon. Sanga mangira hoax, masalahna na maredar goarna Ade Imam Samudro, ndang Adhi Imam Santoso jadi holan paimahon sajo, tinggal modom, ninna ibana. Pamonang grand prize I ima sada unit Mobilio MT E ima sahalak pensiuanan pegawai, Suyono, marasa tarharu tingki mandapot hadiah undian sian BRI."
bbc,"Marende ma si Eka di jolo ni akka dongan-donganna, alana ibana mansai malo do marende, gabe nunga porsea akka guru mandokkon ibana marende  di jolo ni akka jolma. Di sada tikki ro ma Bupati tu sikkola i lao mamereng akka aha ma na nunga dibahen sikkola i. Mansai las ma roha ni Bupati, alana mansai denggan do dibereng sikkola i, godang do akka hamajuon na nunga dibahen. Ndang piga leleng sian i, adong ma dibahen sikkola on asara marende huhut ma dibereng Bupati. Marende ma si Eka on, hape tikki na marende on ibana hitir-hitir ma soarana, sian i gabe maila ma ibana na marende on sahat tu na sae."
bbc,"Kawasan Kota Lama Semarang manjadi jendela giot mangaligin kebesaran Semarang di masa na jolo. Gereja Blendhuk, ima salah sada bangunan na masih tarawat di kota Semarang. Mambagun gedung i tardokkon maol do i. Tai lobih maol dope mangarawat na. Harani gedung nai madung mangalewati beberapa generasi.  Sian beberapa bangunan na tarawat, salah sada na Gereja Blendhuk. Goar ni gereja i plang i ima GPIB Immanuel. Tai harana kubah gereja nai na mar bentuk bulat satongah lingkaran, na molo bahasa lokal na di dokkon mblendhuk. Makana i dokkon do i goar ni gereja i Blendhuk. Gereja on di bangun doppak taon ."
